Marca temporal,Nombre del observador,Sector en el que realizo la observación,Turno,Personal al que observo,Momento que observa,Accion que realizo,Momento que observa2 ,Acción que realizo2 
8/12/2025 22:33:16,Renee liotine,5to piso,Tarde,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 22:34:00,Renee Liotine,5to piso,Tarde,Mucama,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
8/12/2025 22:35:03,Renee Liotine,5to piso,Tarde,Aux. de alimentación,Despues de tocar entorno,Ninguna,Despues de tocar entorno.,Ninguna
8/12/2025 22:35:31,Renee Liotine,5to piso,Tarde,Nutricionista,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
8/12/2025 22:36:22,Renee Liotine,5to piso,Tarde,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
8/12/2025 22:36:58,Renee Liotine,5to piso,Tarde,Medico Urologo (Staff y Residente),Antes de realizar técnica Aseptica,Ninguna,Despues de tocar fluidos,Ninguna
8/12/2025 22:37:25,Renee Liotine,5to piso,Tarde,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
8/12/2025 22:38:22,Renee Liotine,5to piso,Tarde,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 22:39:18,Renee Liotine,5to piso,Tarde,Nutricionista,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
8/12/2025 22:39:58,Renee Liotine,5to piso,Tarde,Mucama,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
8/12/2025 22:40:23,Renee Liotine,5to piso,Tarde,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 22:40:50,Renee Liotine,5to piso,Tarde,Imagenes (ecografista y RX),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
8/12/2025 22:41:26,Renee Liotine,5to piso,Tarde,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 22:41:56,Renee Liotine,5to piso,Tarde,Tec. Hemoterapia,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 22:42:21,Renee Liotine,5to piso,Tarde,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
8/12/2025 22:42:48,Renee Liotine,5to piso,Tarde,Medico Nefrologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
8/12/2025 22:43:12,Renee liotine,5to piso,Tarde,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
8/12/2025 22:43:43,Renee Liotine,5to piso,Tarde,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 22:44:04,Renee Liotine,5to piso,Tarde,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
8/12/2025 22:44:29,Renee Liotine,5to piso,Tarde,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
8/12/2025 22:44:58,Renee Liotine,5to piso,Tarde,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 22:45:22,Renee liotine,5to piso,Tarde,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 22:46:13,Renee Liotine,5to piso,Tarde,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Ninguna
8/12/2025 22:46:40,Renee Liotine,5to piso,Tarde,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Ninguna
8/12/2025 15:09:57,Renee Liotine ,5to piso,Mañana,Tec. Hemodialisis,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 15:10:54,Renee Liotine ,5to piso,Tarde,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 15:13:09,Renee Liotine ,5to piso,Tarde,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 15:16:58,Renee Liotine ,5to piso,Tarde,Medico Cirujano (Staff y Residente),Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
8/12/2025 15:18:20,Renee Liotine ,5to piso,Tarde,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 15:18:42,Renee Liotine ,5to piso,Tarde,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
8/12/2025 15:19:09,Renee Liotine ,5to piso,Tarde,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 15:19:34,Renee Liotine ,5to piso,Tarde,Camillero,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 15:20:44,Renee Liotine ,5to piso,Tarde,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 15:21:37,Renee Liotine ,5to piso,Tarde,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 15:23:29,Renee Liotine ,5to piso,Tarde,Medico Urologo (Staff y Residente),Después de tocar fluidos,Ninguna,Despues de tocar al paciente,Ninguna
8/12/2025 15:23:53,Renee Liotine ,5to piso,Tarde,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 15:24:43,Renee Liotine ,5to piso,Tarde,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 15:28:25,Renee Liotine ,5to piso,Tarde,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
8/12/2025 22:26:59,Renee Liotine ,5to piso,Tarde,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
8/12/2025 22:38:53,Renee Liotine ,5to piso,Tarde,Aux. de alimentación,Despues de tocar entorno,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
8/12/2025 22:47:07,Renee Liotine ,5to piso,Tarde,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
5/12/2025 17:17:55,Renee Liotkne,5to piso,Tarde,Tec. Hemodialisis,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 16:54:55,Renee Luotine,5to piso,Tarde,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 22:47:29,Renee Luotine,5to piso,Tarde,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 22:35:56,Renee Miotine,5to piso,Tarde,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
2/12/2025 8:24:48,Roldan Yanina,7mo  piso,Mañana,Aux. de alimentación,Despues de tocar entorno,Ninguna,Despues de tocar entorno.,Ninguna
2/12/2025 10:18:26,Roldan yanina,7mo  piso,Mañana,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
1/12/2025 10:14:58,Roldán Yanina ,7mo  piso,Mañana,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
3/12/2025 14:07:03,Romina,7mo  piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Ninguna
3/12/2025 14:07:53,Romina,7mo  piso,SADOFE,Medico Clinico,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Antes de tocar al paciente,Ninguna
3/12/2025 14:08:26,Romina,7mo  piso,SADOFE,Medico Clinico,Antes de realizar técnica Aseptica,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
3/12/2025 14:08:59,Romina,7mo  piso,SADOFE,Medico Clinico,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
3/12/2025 14:14:59,Romina,7mo  piso,SADOFE,Residente de Clinica,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,,
3/12/2025 14:09:33,Romina ,7mo  piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
3/12/2025 14:10:04,Romina ,7mo  piso,SADOFE,Residente de Clinica,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
3/12/2025 14:10:38,Romina ,7mo  piso,SADOFE,Residente de Clinica,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Higiene con solución alcoholica
3/12/2025 14:11:23,Romina ,7mo  piso,SADOFE,Residente de Clinica,Despues de tocar entorno,Lavado con agua y jabón (solo en guardia),,
3/12/2025 14:11:57,Romina ,7mo  piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Ninguna,,
3/12/2025 14:12:30,Romina ,7mo  piso,SADOFE,Residente de Clinica,Antes de realizar técnica Aseptica,Ninguna,,
3/12/2025 14:12:58,Romina ,7mo  piso,SADOFE,Residente de Clinica,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),,
3/12/2025 14:13:32,Romina ,7mo  piso,SADOFE,Residente de Clinica,Despues de tocar al paciente,Higiene con solución alcoholica,,
3/12/2025 14:13:54,Romina ,7mo  piso,SADOFE,Residente de Clinica,Despues de tocar entorno,Higiene con solución alcoholica,,
3/12/2025 14:14:32,Romina ,7mo  piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,
3/12/2025 14:15:26,Romina ,7mo  piso,SADOFE,Residente de Clinica,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),,
3/12/2025 14:15:54,Romina ,7mo  piso,SADOFE,Residente de Clinica,Despues de tocar entorno,Higiene con solución alcoholica,,
3/12/2025 14:16:26,Romina ,7mo  piso,SADOFE,Residente de Clinica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),,
3/12/2025 14:16:48,Romina ,7mo  piso,SADOFE,Residente de Clinica,Despues de tocar entorno,Ninguna,,
3/12/2025 14:17:21,Romina ,7mo  piso,SADOFE,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,,
3/12/2025 14:17:45,Romina ,7mo  piso,SADOFE,Medico Cirujano (Staff y Residente),Antes de realizar técnica Aseptica,Ninguna,,
3/12/2025 14:18:06,Romina ,7mo  piso,SADOFE,Medico Cirujano (Staff y Residente),Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),,
3/12/2025 14:18:26,Romina ,7mo  piso,SADOFE,Medico Cirujano (Staff y Residente),Despues de tocar al paciente,Higiene con solución alcoholica,,
3/12/2025 14:18:50,Romina ,7mo  piso,SADOFE,Medico Cirujano (Staff y Residente),Despues de tocar entorno,Ninguna,,
3/12/2025 14:19:15,Romina ,7mo  piso,SADOFE,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,,
3/12/2025 14:19:38,Romina ,7mo  piso,SADOFE,Medico Urologo (Staff y Residente),Antes de realizar técnica Aseptica,Ninguna,,
3/12/2025 14:19:57,Romina ,7mo  piso,SADOFE,Medico Urologo (Staff y Residente),Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),,
3/12/2025 14:20:17,Romina ,7mo  piso,SADOFE,Medico Urologo (Staff y Residente),Despues de tocar entorno,Higiene con solución alcoholica,,
3/12/2025 14:20:38,Romina ,7mo  piso,SADOFE,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,,
3/12/2025 14:21:11,Romina ,7mo  piso,SADOFE,Medico Urologo (Staff y Residente),Después de tocar fluidos,Higiene con solución alcoholica,,
3/12/2025 14:21:47,Romina ,7mo  piso,SADOFE,Medico Urologo (Staff y Residente),Despues de tocar entorno,Ninguna,,
3/12/2025 14:22:08,Romina ,7mo  piso,SADOFE,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,,
3/12/2025 14:22:28,Romina ,7mo  piso,SADOFE,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,,
3/12/2025 14:22:51,Romina ,7mo  piso,SADOFE,Medico Traumatologo (Staff y Residente),Antes de realizar técnica Aseptica,Lavado con agua y jabón (solo en guardia),,
3/12/2025 14:23:18,Romina ,7mo  piso,SADOFE,Medico Traumatologo (Staff y Residente),Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),,
3/12/2025 14:23:41,Romina ,7mo  piso,SADOFE,Medico Traumatologo (Staff y Residente),Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),,
3/12/2025 14:24:06,Romina ,7mo  piso,SADOFE,Medico Traumatologo (Staff y Residente),Despues de tocar entorno,Ninguna,,
3/12/2025 14:24:27,Romina ,7mo  piso,SADOFE,Medico Traumatologo (Staff y Residente),Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),,
3/12/2025 14:24:53,Romina ,7mo  piso,SADOFE,Medico Traumatologo (Staff y Residente),Despues de tocar al paciente,Higiene con solución alcoholica,,
11/12/2025 0:17:18,Romina aztorga,7mo  piso,SADOFE,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Lavado con agua y jabón (solo en guardia),,
11/12/2025 0:17:46,Romina aztorga,7mo  piso,SADOFE,Medico Infectologo (Staff y Residente),Despues de tocar entorno,Lavado con agua y jabón (solo en guardia),,
11/12/2025 0:18:31,Romina aztorga,7mo  piso,SADOFE,Medico Nefrologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
11/12/2025 0:19:13,Romina aztorga,7mo  piso,SADOFE,Medico Ginecologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
11/12/2025 0:19:44,Romina aztorga ,7mo  piso,SADOFE,Medico Oncologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
11/12/2025 0:53:55,Romina aztorga ,7mo  piso,SADOFE,Enfermeria,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
11/12/2025 0:54:23,Romina aztorga ,7mo  piso,SADOFE,Enfermeria,Despues de tocar entorno,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
11/12/2025 0:54:51,Romina aztorga ,7mo  piso,SADOFE,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
11/12/2025 0:55:39,Romina aztorga ,7mo  piso,SADOFE,Enfermeria,Despues de tocar entorno,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Ninguna
11/12/2025 0:56:15,Romina aztorga ,7mo  piso,Mañana,Enfermeria,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
11/12/2025 0:57:17,Romina aztorga ,7mo  piso,SADOFE,Tec. Hemoterapia,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
11/12/2025 0:57:46,Romina aztorga ,7mo  piso,SADOFE,Tec. Hemoterapia,Despues de tocar entorno,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
31/10/2025 13:14:58,Rosalía Mancilla ,6to piso,Mañana,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
3/11/2025 9:47:18,Rosalía Mancilla ,6to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
3/11/2025 9:48:00,Rosalía Mancilla ,6to piso,Mañana,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
3/11/2025 10:24:54,Rosalía Mancilla ,6to piso,Mañana,Nutricionista,Despues de tocar al paciente,Ninguna,,
4/11/2025 9:11:56,Rosalía Mancilla ,6to piso,Mañana,Camillero,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
4/11/2025 12:19:53,Rosalía Mancilla ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
4/11/2025 12:21:17,Rosalía Mancilla ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
4/11/2025 13:50:07,Rosalía Mancilla ,6to piso,Mañana,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
5/11/2025 11:34:08,Rosalía Mancilla ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
5/11/2025 11:36:31,Rosalía Mancilla ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Higiene con solución alcoholica
5/11/2025 11:38:10,Rosalía Mancilla ,6to piso,Mañana,Camillero,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),,
7/11/2025 11:58:23,Rosalía Mancilla ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
7/11/2025 11:59:51,Rosalía Mancilla ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Higiene con solución alcoholica
7/11/2025 12:00:28,Rosalía Mancilla ,6to piso,Mañana,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Ninguna
7/11/2025 12:06:29,Rosalía Mancilla ,6to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
7/11/2025 12:09:38,Rosalía Mancilla ,6to piso,Mañana,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
7/11/2025 16:11:42,Rosalía mancilla ,6to piso,Tarde,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
7/11/2025 16:16:11,Rosalía Mancilla ,6to piso,Tarde,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
11/11/2025 9:32:16,Rosalía Mancilla ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
11/11/2025 9:32:48,Rosalía Mancilla ,6to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
11/11/2025 9:33:19,Rosalía Mancilla ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
11/11/2025 10:36:59,Rosalía Mancilla ,6to piso,Mañana,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
11/11/2025 10:40:46,Rosalía mancilla ,6to piso,Mañana,Nutricionista,Antes de tocar al paciente,Ninguna,Antes de tocar al paciente,Higiene con solución alcoholica
12/11/2025 10:59:08,Rosalía Mancilla ,6to piso,Mañana,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
12/11/2025 11:47:36,Rosalía Mancilla ,6to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
12/11/2025 11:58:37,Rosalía Mancilla ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
13/11/2025 10:19:46,Rosalía Mancilla ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
13/11/2025 10:21:49,Rosalía Mancilla ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
13/11/2025 10:22:29,Rosalía Mancilla ,6to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
13/11/2025 10:23:27,Rosalía Mancilla ,6to piso,Mañana,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Ninguna
14/11/2025 13:56:09,Rosalía Mancilla ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
14/11/2025 13:56:46,Rosalía Mancilla ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
14/11/2025 13:57:14,Rosalía Mancilla ,6to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
14/11/2025 13:58:13,Rosalía Mancilla ,6to piso,Mañana,Mucama,Despues de tocar entorno,Higiene con solución alcoholica,,
17/11/2025 11:33:13,Rosalía Mancilla ,6to piso,Mañana,Camillero,Despues de tocar al paciente,Higiene con solución alcoholica,,
17/11/2025 11:33:41,Rosalía Mancilla ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
18/11/2025 11:47:40,Rosalía Mancilla ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
18/11/2025 11:49:41,Rosalía Mancilla ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
18/11/2025 11:50:26,Rosalía Mancilla ,6to piso,Mañana,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
18/11/2025 11:55:44,Rosalía Mancilla ,6to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,,
19/11/2025 10:09:44,Rosalía Mancilla ,6to piso,Mañana,Camillero,Despues de tocar al paciente,Higiene con solución alcoholica,,
19/11/2025 10:10:06,Rosalía Mancilla ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,
19/11/2025 10:10:47,Rosalía Mancilla ,6to piso,Mañana,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
19/11/2025 10:11:11,Rosalía Mancilla ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
20/11/2025 10:48:54,Rosalía Mancilla ,6to piso,Mañana,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,,
20/11/2025 10:49:20,Rosalía Mancilla ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
20/11/2025 10:50:35,Rosalía Mancilla ,6to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
20/11/2025 10:51:15,Rosalía Mancilla ,6to piso,Mañana,Nutricionista,Despues de tocar entorno,Ninguna,,
25/11/2025 9:59:58,Rosalía Mancilla ,6to piso,Tarde,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 10:01:48,Rosalía Mancilla ,6to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 10:02:51,Rosalía Mancilla ,6to piso,Tarde,Aux. de alimentación,Despues de tocar entorno,Ninguna,,
26/11/2025 13:21:41,Rosalía Mancilla ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 13:22:16,Rosalía Mancilla ,6to piso,Mañana,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
26/11/2025 13:23:11,Rosalía Mancilla ,6to piso,Mañana,Mucama,Despues de tocar entorno,Higiene con solución alcoholica,,
4/12/2025 10:19:53,Rosalía Mancilla ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 10:20:32,Rosalía Mancilla ,6to piso,Mañana,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 10:25:16,Rosalía Mancilla ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
26/11/2025 4:56:18,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 4:57:41,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 4:58:34,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
26/11/2025 4:59:09,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
26/11/2025 5:00:01,Sayda Flores ,GUARDIA,Noche B,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:00:51,Sayda Flores ,GUARDIA,Noche B,Camillero,Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
